"Address","Content Type","Size (Bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-281.png","image/png","1715","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-278-2.png","image/png","2682","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/1-Karan-Shah-IIDE.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Digital-PR-for-B2B_-How-to-Earn-Links-from-Industry-Publications-2-400x250.png","image/png","0","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-5.png","image/png","1043","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-280-1.png","image/png","4649","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image.png","image/png","4962","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2390-53.png","image/png","1087","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-277.png","image/png","1349","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-279-2.png","image/png","3243","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/3-Yash-Chandiramani-Admatazz.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/3-Yash-Chandiramani-Admatazz.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-10.png","image/png","890","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/11-Jessica-Chheda-JS-Diamonds-Inc.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-1.png","image/png","5556","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-276-1.png","image/png","3865","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/5-Mihir-Lunia-Brego-Business.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2390.png","image/png","2269","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-3460.png","image/png","805","684","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-42-2.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-1.png","image/png","2060","20","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-277-2.png","image/png","2940","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Mask-group-8.png","image/png","570","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-7.png","image/png","899","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/2-Adarsh-Desai-Infinita-Biotech.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-3.png","image/png","6325","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2414-1.png","image/png","32688","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-1.png","image/png","1062","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/8-Krish-Sheth-GDB-Paint-Coatings.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-281-2.png","image/png","4020","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-278.png","image/png","1479","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/2-Adarsh-Desai-Infinita-Biotech.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-3.png","image/png","1103","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-278-1.png","image/png","2887","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Icons-2.png","image/png","1406","64","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Mask-group-1.svg","image/svg+xml","19500","14","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-5.png","image/png","7569","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Icons-1.png","image/png","645","84","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-4.png","image/png","1154","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2390-52.png","image/png","829","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-276.png","image/png","2390","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2424-2.png","image/png","52783","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-279-1.png","image/png","2193","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-280.png","image/png","1779","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-7.png","image/png","6210","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/1-Karan-Shah-IIDE.png","image/png","0","115","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-280-2.png","image/png","2852","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/6-Jeetendar-Peswani-FPA.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/11/63f786459169fa33c8b6aa692d8ba2e7.png","image/png","10876","114","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-3267.png","image/png","6111","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-2390-54.png","image/png","1295","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-11.png","image/png","955","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/4-Nishit-Shah-XPPen.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-2.png","image/png","1607","13","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Core-Web-Vitals-2026_-LCP-INP-CLS-and-What-They-Actually-Mean-for-Your-Rankings-400x250.png","image/png","0","3","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390.png","image/png","2384","21","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-281-1.png","image/png","1921","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Vector.png","image/png","447","114","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-6.png","image/png","5276","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/9-Harsh-Shah-ORIONZ.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/12-Benefits-of-Digital-Marketing-for-B2B-Companies-2026-Guide-400x250.png","image/png","0","3","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-2.png","image/png","927","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-279.png","image/png","4824","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-6.png","image/png","1001","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/9-Harsh-Shah-ORIONZ.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-2.png","image/png","3910","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/10-Sanjoy-Das-Holistic-Group.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/image-4.png","image/png","2776","24","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/7-Zeenia-K.-Patel-Parsi-Dairy-Farm.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-1-1.svg","image/svg+xml","15938","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-277-1.png","image/png","2824","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/7-Zeenia-K.-Patel-Parsi-Dairy-Farm.png","image/png","0","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-8.png","image/png","1020","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/4-Nishit-Shah-XPPen.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Frame-276-2.png","image/png","3090","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/5-Mihir-Lunia-Brego-Business.png","image/png","0","28","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/Frame-379-9.png","image/png","1161","342","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/Mask-group.svg","image/svg+xml","25108","18","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Kunal-Kerkar.png","image/png","0","158","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/02/star.png","image/png","1342","78","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Digital-PR-for-B2B_-How-to-Earn-Links-from-Industry-Publications-2.png","image/png","0","149","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Site-Migration-SEO_-How-to-Change-Domain-Without-Losing-Rankings-1.png","image/png","0","147","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/01/Social-Icons.svg","image/svg+xml","1222","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Core-Web-Vitals-2026_-LCP-INP-CLS-and-What-They-Actually-Mean-for-Your-Rankings.png","image/png","0","149","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Social-Icons.svg","image/svg+xml","434","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/Technical-SEO-Audit_-The-Complete-50-Point-Checklist-for-2026-1.png","image/png","0","11","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/01/Quora_icon-1.svg","image/svg+xml","701","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/01/Social-Icons-2.svg","image/svg+xml","500","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/05/12-Benefits-of-Digital-Marketing-for-B2B-Companies-2026-Guide.png","image/png","0","149","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/01/mail.svg","image/svg+xml","536","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2026/04/SEO-Pricing-in-India_-What-You-Should-Actually-Pay-in-2026-Honest-Breakdown.png","image/png","0","147","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/01/Social-Icons-1.svg","image/svg+xml","268","80","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-2.svg","image/svg+xml","10381","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-26.png","image/png","3319","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-15.png","image/png","4529","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-25.png","image/png","2887","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-16.png","image/png","4547","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-10.png","image/png","2078","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390.svg","image/svg+xml","14765","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-3.svg","image/svg+xml","26759","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Mask-group-2.svg","image/svg+xml","22092","13","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-17.png","image/png","2862","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-41.png","image/png","0","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-27.png","image/png","3818","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-14.png","image/png","3075","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-28.png","image/png","2095","12","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-13.png","image/png","3489","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-42-2.png","image/png","0","20","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-18.png","image/png","3231","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-4.svg","image/svg+xml","18681","11","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-21.png","image/png","4104","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-19.png","image/png","2699","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-5.svg","image/svg+xml","30148","11","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-12.png","image/png","2201","19","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-20.png","image/png","3698","38","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/parsi-1.png","image/png","17926","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/ba_logo_200x_2x_9df9a2ac-c3cb-485e-a474-48020dd9ab93_1-1.png","image/png","7345","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/image-24.png","image/png","524","5","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/XPPen_Logo-1.png","image/png","3944","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/image-23-1.png","image/png","624","5","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/Rectangle-91.png","image/png","0","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/peninsula-2.svg","image/svg+xml","29477","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/chitkara-university-logo.png","image/png","6587","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/image-4-1.png","image/png","1203","16","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/iiddeee-1.png","image/png","5751","4","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/admatazz-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Jehel-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/99-pancakes-logo.svg","image/svg+xml","42289","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Chitkara-University-logo.svg","image/svg+xml","7916","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Holistic-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/Frame-41.png","image/png","0","8","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/XP-PEN-logo.svg","image/svg+xml","2425","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Saroj-Fashions-logo.svg","image/svg+xml","12667","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/dawntown-logo.svg","image/svg+xml","8314","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/Frame-379.svg","image/svg+xml","0","7","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Shehnai-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/peninsula-land-logo.svg","image/svg+xml","8511","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Prescon-logo.svg","image/svg+xml","14839","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/Frame-382.svg","image/svg+xml","20958","7","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Infinita-logo.svg","image/svg+xml","11189","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Parsi-Dairy-Farm-logo.svg","image/svg+xml","23370","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Baller-Athletik-logo.svg","image/svg+xml","9446","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/09/Icons-4.png","image/png","195","3","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/IIDE-logo.svg","image/svg+xml","3429","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Prince-care-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Orionz-logo.svg","image/svg+xml","8731","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/plix-logo.svg","image/svg+xml","4949","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Vishnu-Forge-logo.svg","image/svg+xml","0","10","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2024/10/Frame-381.svg","image/svg+xml","30759","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-41.png","image/png","3360","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/09/Frame-2390-40.png","image/png","2557","1","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-3.png","image/png","3144","7","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-4.png","image/png","1247","7","Indexable","",""
"https://kerkarmedia.com/wp-content/uploads/2025/08/Frame-2390-5.png","image/png","1651","14","Indexable","",""
